name,salary_from,salary_to,salary_currency,area_name,published_at
Программист 1С (удаленно),150000,220000,RUR,Казань,2022-12-18T11:01:37+0300
Монтажник слаботочных сетей,30000,60000,RUR,Тюмень,2022-12-18T11:10:35+0300
Оператор МТР (термическая резка/плазменная резка с ЧПУ),45000,50000,RUR,Челябинск,2022-12-18T11:05:23+0300
Эксперт САПР в проектировании,,,,Санкт-Петербург,2022-12-18T11:41:52+0300
Frontend developer (Vue.js),,,,Москва,2022-12-18T11:32:45+0300
Golang разработчик / GO developer,180000,250000,RUR,Новосибирск,2022-12-18T11:33:25+0300
Full-stack разработчик,,,,Алматы,2022-12-18T11:12:49+0300
Мастер по восстановлению камер смартфонов Apple,80000,,RUR,Москва,2022-12-18T11:41:52+0300
"IT аналитик (масштабный проект ""Цифровая платформа МСП.РФ"")",180000,,RUR,Москва,2022-12-18T11:10:32+0300
Технический писатель,,,,Воронеж,2022-12-18T11:36:53+0300
Администратор проектов,,70000,RUR,Москва,2022-12-18T11:45:40+0300
Ассистент менеджера проектов со знанием английского языка,,,,Омск,2022-12-18T11:34:41+0300
Инженер/Сервисный инженер по обслуживанию слаботочных систем,70000,90000,RUR,Санкт-Петербург,2022-12-18T11:25:22+0300
Middle/Senior Android Developer / Android разработчик (remote),,,,Москва,2022-12-18T11:11:04+0300
Сервис-инженер (хроматографист) по аналитическому оборудованию,100000,100000,RUR,Нижний Новгород,2022-12-18T11:28:52+0300
Product manager,,,,Санкт-Петербург,2022-12-18T11:57:46+0300
Технолог-программист,2500,,BYR,Минск,2022-12-18T11:59:11+0300
Руководитель группы обеспечения качества ПО (QA),700000,1000000,KZT,Алматы,2022-12-18T11:03:50+0300
Специалист расчетного отдела,35000,,RUR,Ростов-на-Дону,2022-12-18T11:18:28+0300
Руководитель проекта по развитию,,,,Самара,2022-12-18T11:23:58+0300
Оператор станков с ЧПУ,55000,60000,RUR,Обнинск,2022-12-18T11:34:34+0300
Программист 1С,,100000,RUR,Екатеринбург,2022-12-18T11:28:06+0300
Токарь,69000,80500,RUR,Ревда (Свердловская область),2022-12-18T11:41:52+0300
"Продакт-менеджер (РЭА, системы усиления сотовой связи)",,,,Москва,2022-12-18T11:13:08+0300
Дизайнер-копирайтер,,,,Иркутск,2022-12-18T11:56:31+0300
Директор по развитию (в строительную организацию),100000,,RUR,Череповец,2022-12-18T11:02:50+0300
WordPress Developer (Middle/Senior),2000,4000,USD,Ташкент,2022-12-18T11:06:54+0300
Радиомонтажник,40000,50000,RUR,Москва,2022-12-18T11:15:53+0300
PHP-программист Junior,,,,Екатеринбург,2022-12-18T11:56:15+0300
C# разработчик (middle/senior),80000,,RUR,Самара,2022-12-18T11:40:26+0300
Руководитель проектов,150000,200000,RUR,Москва,2022-12-18T11:08:35+0300
Data Engineer (Big Data),,,,Москва,2022-12-18T11:53:38+0300
Редактор отдела,1100,,BYR,Минск,2022-12-18T11:55:09+0300
Ведущий инженер-механик,80000,,RUR,Санкт-Петербург,2022-12-18T11:16:26+0300
Оператор гибочного пресса с ЧПУ (листовой металл),45000,50000,RUR,Челябинск,2022-12-18T11:10:13+0300
Бренд - менеджер (эксклюзивный дистрибьютор 15 мировых детских брендов),,,,Санкт-Петербург,2022-12-18T11:10:36+0300
"Программист JavaScript (JavaScript developer, backend)",,,,Ташкент,2022-12-18T11:44:12+0300
Главный редактор,70000,80000,RUR,Ставрополь,2022-12-18T11:13:44+0300
Начинающий мастер по ремонту,80000,150000,RUR,Москва,2022-12-18T11:43:09+0300
Кромщик / Оператор кромкооблицовочного станка,70000,,RUR,Подольск (Московская область),2022-12-18T11:30:38+0300
Server Programmer (Python),,,,Санкт-Петербург,2022-12-18T11:21:15+0300
Слесарь по ремонту двигателей (спецтехника),50000,,RUR,Екатеринбург,2022-12-18T11:48:09+0300
Programmer C++,,,,Санкт-Петербург,2022-12-18T11:21:15+0300
Руководитель направления тестирования на проникновение (pentest),130000,,RUR,Воронеж,2022-12-18T11:30:39+0300
Руководитель сервисного отдела,90000,130000,RUR,Москва,2022-12-18T11:47:15+0300
Инженер по безопасности дорожного движения,46000,,RUR,Тула,2022-12-18T11:36:38+0300
Руководитель отдела по бизнес-процессам,,,,Минск,2022-12-18T11:02:53+0300
Наладчик КИПиА,45000,,RUR,Пермь,2022-12-18T11:42:56+0300
Монтажник систем усиления сотовой связи и СКС,60000,,RUR,Москва,2022-12-18T11:02:48+0300
Специалист отдела сопровождения,35000,,RUR,Йошкар-Ола,2022-12-18T11:15:42+0300
Системный аналитик,180000,220000,RUR,Москва,2022-12-18T11:10:36+0300
Разработчик C#,150000,200000,RUR,Новосибирск,2022-12-18T11:00:50+0300
Главный разработчик Android / тимлид в Банк,,,,Москва,2022-12-18T11:38:28+0300
Flutter Developer (Middle/Senior),2000,4000,USD,Ташкент,2022-12-18T11:24:49+0300
Руководитель проектов по информационной безопасности,175000,,RUR,Москва,2022-12-18T11:12:31+0300
Presale-инженер,120000,180000,RUR,Москва,2022-12-18T11:13:10+0300
Mobile QA Engineer,,,,Минск,2022-12-18T11:58:52+0300
2D Artist (Promo Art) / 2D художник (промо-арт) Middle/ Senior,,,,Санкт-Петербург,2022-12-18T11:32:49+0300
Менеджер проекта (IT),,,,Воронеж,2022-12-18T11:10:21+0300
Ведущий бизнес-аналитик (Служба стратегии и развития),,,,Москва,2022-12-18T11:10:06+0300
Токарь-расточник,105000,,RUR,Тольятти,2022-12-18T11:38:07+0300
Старший менеджер по аналитике и развитию клиентской базы (Аналитик b2b),,,,Москва,2022-12-18T11:34:05+0300
Инженер технической поддержки (Linux),,,,Москва,2022-12-18T11:26:04+0300
"Мастер установщик оборудования (Слаботочные системы, Видеонаблюдение, Домофоны)",38500,48000,RUR,Новосибирск,2022-12-18T11:09:33+0300
Бизнес-аналитик (Направление по развитию систем электронного документооборота),,,,Санкт-Петербург,2022-12-18T11:10:06+0300
Your start in IT - QA Automation Training to become an Automation QA Intern,,,,Тбилиси,2022-12-18T11:37:38+0300
Главный редактор регионального портала,,,,Казань,2022-12-18T11:22:39+0300
Системный администратор Linux,,,,Москва,2022-12-18T11:30:01+0300
PHP-разработчик (Bitrix + Laravel),,,,Москва,2022-12-18T11:20:38+0300
Инженер по ремонту/ Сервисный инженер,70000,120000,RUR,Москва,2022-12-18T11:58:42+0300
Мастер по ремонту кофемашин/Сервисный инженер,70000,,RUR,Санкт-Петербург,2022-12-18T11:24:49+0300
UE5 Developer,,,,Бишкек,2022-12-18T11:15:21+0300
Графический дизайнер,,,,Москва,2022-12-18T11:05:48+0300
"Сервисный инженер по ремонту и обслуживанию оргтехники принтеров, МФУ, плоттеров",80000,120000,RUR,Москва,2022-12-18T11:07:40+0300
Аналитик 1С ERP,,,,Санкт-Петербург,2022-12-18T11:12:20+0300
Консультант пользовательской поддержки (переход на ERP),,,,Москва,2022-12-18T11:27:10+0300
DevOps,,,,Москва,2022-12-18T11:11:59+0300
Руководитель группы развития 1С,,,,Москва,2022-12-18T11:07:11+0300
Ведущий разработчик BI,,,,Екатеринбург,2022-12-18T11:04:06+0300
Ученик Компьютерного мастера,64000,,RUR,Нижнекамск,2022-12-18T11:42:46+0300
Электрик-диагност/автоэлектрик диагност автомобилей,80000,,RUR,Воронеж,2022-12-18T11:33:53+0300
Middle/Senior DevOps Engineer,,,,Тольятти,2022-12-18T11:29:33+0300
Компьютерный мастер,65000,,RUR,Севастополь,2022-12-18T11:43:10+0300
Разработчик базы данных,,,,Москва,2022-12-18T11:59:32+0300
Специалист видеонаблюдения (проспект Кузнецкий),34000,39000,RUR,Кемерово,2022-12-18T11:24:36+0300
